	Achroia_grisella-GCF_030625045.1_CSIRO_AGI_Agris_v1_translated_cds	Amyelois_transitella-GCF_032362555.1_ilAmyTran1.1_translated_cds	Aricia_agestis-GCF_905147365.1_ilAriAges1.1_translated_cds	Bicyclus_anynana-GCF_947172395.1_ilBicAnyn1.1_translated_cds	Bombyx_mandarina-GCF_003987935.1_ASM398793v1_translated_cds	Bombyx_mori-GCF_014905235.1_Bmori_2016v1.0_translated_cds	Colias_croceus-GCF_905220415.1_ilColCroc2.1_translated_cds	Cydia_pomonella-GCF_033807575.1_ilCydPomo1_translated_cds	Danaus_plexippus-GCF_018135715.1_MEX_DaPlex_translated_cds	Galleria_mellonella-GCF_026898425.1_CSIRO_AGI_GalMel_v1_translated_cds	Helicoverpa_armigera-GCF_023701775.1_HaSCD2_translated_cds	Helicoverpa_zea-GCF_022581195.2_ilHelZeax1.1_translated_cds	Leguminivora_glycinivorella-GCF_023078275.1_LegGlyc_1.1_translated_cds	Leptidea_sinapis-GCF_905404315.1_ilLepSina1.1_translated_cds	Manduca_sexta-GCF_014839805.1_JHU_Msex_v1.0_translated_cds	Maniola_jurtina-GCF_905333055.1_ilManJurt1.1_translated_cds	Melitaea_cinxia-GCF_905220565.1_ilMelCinx1.1_translated_cds	Nymphalis_io-GCF_905147045.1_ilAglIoxx1.1_translated_cds	Ostrinia_furnacalis-GCF_004193835.1_ASM419383v1_translated_cds	Papilio_machaon-GCF_912999745.1_ilPapMach1.1_translated_cds	Papilio_polytes-GCF_000836215.1_Ppol_1.0_translated_cds	Pararge_aegeria-GCF_905163445.1_ilParAegt1.1_translated_cds	Pectinophora_gossypiella-GCF_024362695.1_ilPecGoss1.1_translated_cds	Pieris_brassicae-GCF_905147105.1_ilPieBrab1.1_translated_cds	Pieris_napi-GCF_905475465.1_ilPieNapi1.2_translated_cds	Pieris_rapae-GCF_905147795.1_ilPieRapa1.1_translated_cds	Plodia_interpunctella-GCF_027563975.1_ilPloInte3.1_translated_cds	Plutella_xylostella-GCF_932276165.1_ilPluXylo3.1_translated_cds	Spodoptera_frugiperda-GCF_023101765.2_AGI-APGP_CSIRO_Sfru_2.0_translated_cds	Spodoptera_litura-GCF_002706865.1_ASM270686v1_translated_cds	Trichoplusia_ni-GCF_003590095.1_tn1_translated_cds	Vanessa_atalanta-GCF_905147765.1_ilVanAtal1.2_translated_cds	Vanessa_cardui-GCF_905220365.1_ilVanCard2.1_translated_cds	Vanessa_tameamea-GCF_002938995.1_ASM293899v1_translated_cds	Zerene_cesonia-GCF_012273895.1_Zerene_cesonia_1.1_translated_cds
Helicoverpa_armigera-GCF_023701775.1_HaSCD2_translated_cds	1833.0	1843.0	1844.0	1736.0	1874.0	1971.0	1918.0	2058.0	1778.0	1813.0	0.0	1785.0	1908.0	1805.0	1659.0	1850.0	1704.0	1805.0	1928.0	1747.0	1606.0	1903.0	1878.0	1758.0	1802.0	1822.0	1826.0	1973.0	1721.0	1849.0	1684.0	1810.0	1858.0	1730.0	1792.0
Helicoverpa_zea-GCF_022581195.2_ilHelZeax1.1_translated_cds	908.0	931.0	1013.0	841.0	905.0	953.0	1023.0	1200.0	704.0	847.0	948.0	0.0	1053.0	883.0	844.0	910.0	840.0	803.0	975.0	827.0	696.0	945.0	1002.0	743.0	818.0	824.0	859.0	1090.0	780.0	852.0	804.0	886.0	862.0	772.0	862.0
Leguminivora_glycinivorella-GCF_023078275.1_LegGlyc_1.1_translated_cds	1352.0	1315.0	1394.0	1311.0	1263.0	1245.0	1330.0	1765.0	1251.0	1357.0	1329.0	1383.0	0.0	1203.0	1239.0	1449.0	1299.0	1314.0	1470.0	1248.0	1238.0	1316.0	1584.0	1263.0	1221.0	1322.0	1340.0	1476.0	1305.0	1282.0	1314.0	1280.0	1277.0	1324.0	1232.0
Leptidea_sinapis-GCF_905404315.1_ilLepSina1.1_translated_cds	668.0	681.0	657.0	653.0	686.0	735.0	708.0	902.0	561.0	698.0	668.0	712.0	715.0	0.0	761.0	709.0	720.0	667.0	722.0	671.0	680.0	677.0	769.0	595.0	667.0	646.0	727.0	834.0	760.0	728.0	664.0	694.0	706.0	635.0	617.0
Manduca_sexta-GCF_014839805.1_JHU_Msex_v1.0_translated_cds	3141.0	3291.0	3167.0	3044.0	3162.0	3278.0	3206.0	3344.0	3118.0	3229.0	2941.0	3166.0	3205.0	3134.0	0.0	3071.0	3063.0	3157.0	3190.0	3124.0	2916.0	3118.0	3232.0	3051.0	3046.0	3141.0	3259.0	3284.0	3100.0	3035.0	2909.0	3178.0	3168.0	3195.0	3122.0
Maniola_jurtina-GCF_905333055.1_ilManJurt1.1_translated_cds	807.0	837.0	802.0	708.0	778.0	891.0	863.0	940.0	639.0	792.0	780.0	816.0	794.0	717.0	744.0	0.0	793.0	690.0	933.0	745.0	699.0	819.0	913.0	676.0	726.0	660.0	851.0	861.0	808.0	779.0	778.0	770.0	789.0	722.0	787.0
Melitaea_cinxia-GCF_905220565.1_ilMelCinx1.1_translated_cds	813.0	827.0	846.0	748.0	907.0	821.0	886.0	1022.0	624.0	833.0	791.0	807.0	812.0	889.0	751.0	778.0	0.0	672.0	962.0	841.0	775.0	785.0	831.0	696.0	751.0	749.0	823.0	933.0	824.0	867.0	851.0	780.0	794.0	797.0	754.0
Nymphalis_io-GCF_905147045.1_ilAglIoxx1.1_translated_cds	433.0	492.0	488.0	396.0	506.0	494.0	495.0	543.0	410.0	482.0	402.0	472.0	467.0	469.0	402.0	387.0	397.0	0.0	490.0	478.0	498.0	419.0	587.0	443.0	458.0	446.0	492.0	550.0	474.0	416.0	454.0	377.0	392.0	367.0	480.0
Ostrinia_furnacalis-GCF_004193835.1_ASM419383v1_translated_cds	1731.0	1887.0	1795.0	1671.0	1732.0	1799.0	1780.0	2250.0	1638.0	1774.0	1748.0	1729.0	2067.0	1663.0	1575.0	1793.0	1641.0	1713.0	0.0	1796.0	1673.0	1783.0	1942.0	1686.0	1713.0	1775.0	1828.0	2077.0	1718.0	1716.0	1731.0	1746.0	1749.0	1719.0	1714.0
Papilio_machaon-GCF_912999745.1_ilPapMach1.1_translated_cds	844.0	867.0	815.0	754.0	860.0	875.0	816.0	929.0	748.0	870.0	771.0	802.0	899.0	804.0	802.0	864.0	789.0	798.0	877.0	0.0	762.0	856.0	942.0	738.0	739.0	754.0	877.0	868.0	812.0	794.0	762.0	844.0	815.0	878.0	828.0
Papilio_polytes-GCF_000836215.1_Ppol_1.0_translated_cds	729.0	744.0	701.0	676.0	688.0	747.0	704.0	833.0	665.0	744.0	648.0	685.0	825.0	693.0	635.0	732.0	660.0	716.0	649.0	577.0	0.0	756.0	820.0	673.0	656.0	686.0	772.0	832.0	698.0	667.0	638.0	711.0	690.0	716.0	741.0
Pararge_aegeria-GCF_905163445.1_ilParAegt1.1_translated_cds	657.0	662.0	613.0	472.0	598.0	688.0	712.0	779.0	475.0	648.0	601.0	561.0	665.0	649.0	628.0	631.0	568.0	574.0	683.0	595.0	575.0	0.0	798.0	535.0	633.0	553.0	694.0	754.0	697.0	651.0	688.0	639.0	613.0	488.0	593.0
Pectinophora_gossypiella-GCF_024362695.1_ilPecGoss1.1_translated_cds	932.0	895.0	904.0	786.0	863.0	830.0	849.0	1036.0	753.0	935.0	894.0	849.0	955.0	815.0	795.0	859.0	878.0	735.0	974.0	803.0	829.0	796.0	0.0	681.0	746.0	832.0	831.0	969.0	803.0	795.0	789.0	809.0	854.0	844.0	724.0
Pieris_brassicae-GCF_905147105.1_ilPieBrab1.1_translated_cds	504.0	477.0	441.0	396.0	489.0	490.0	425.0	517.0	412.0	507.0	445.0	446.0	510.0	450.0	412.0	466.0	436.0	506.0	437.0	463.0	515.0	461.0	517.0	0.0	289.0	249.0	490.0	501.0	446.0	431.0	418.0	502.0	482.0	486.0	396.0
Pieris_napi-GCF_905475465.1_ilPieNapi1.2_translated_cds	706.0	728.0	716.0	548.0	673.0	740.0	854.0	865.0	597.0	705.0	664.0	685.0	738.0	742.0	679.0	736.0	684.0	715.0	700.0	677.0	733.0	659.0	737.0	535.0	0.0	660.0	725.0	851.0	733.0	687.0	676.0	747.0	676.0	662.0	744.0
Pieris_rapae-GCF_905147795.1_ilPieRapa1.1_translated_cds	518.0	513.0	502.0	410.0	517.0	534.0	491.0	598.0	444.0	534.0	505.0	498.0	537.0	446.0	535.0	527.0	496.0	539.0	515.0	524.0	584.0	511.0	561.0	261.0	328.0	0.0	556.0	587.0	498.0	501.0	479.0	510.0	531.0	534.0	469.0
Plodia_interpunctella-GCF_027563975.1_ilPloInte3.1_translated_cds	596.0	632.0	679.0	599.0	674.0	724.0	681.0	784.0	586.0	639.0	785.0	711.0	630.0	628.0	684.0	699.0	681.0	659.0	762.0	634.0	600.0	630.0	648.0	560.0	559.0	621.0	0.0	781.0	673.0	694.0	682.0	712.0	692.0	704.0	595.0
Plutella_xylostella-GCF_932276165.1_ilPluXylo3.1_translated_cds	776.0	813.0	829.0	679.0	850.0	829.0	737.0	894.0	641.0	715.0	799.0	828.0	870.0	688.0	709.0	768.0	803.0	677.0	910.0	691.0	707.0	725.0	939.0	661.0	667.0	686.0	783.0	0.0	811.0	845.0	788.0	749.0	790.0	731.0	723.0
Spodoptera_frugiperda-GCF_023101765.2_AGI-APGP_CSIRO_Sfru_2.0_translated_cds	944.0	1018.0	979.0	909.0	1014.0	1079.0	1064.0	1123.0	914.0	942.0	851.0	940.0	1001.0	954.0	961.0	966.0	928.0	960.0	1078.0	1010.0	856.0	1056.0	1018.0	933.0	940.0	957.0	1019.0	1116.0	0.0	858.0	919.0	994.0	975.0	967.0	998.0
Spodoptera_litura-GCF_002706865.1_ASM270686v1_translated_cds	1136.0	1301.0	1168.0	1090.0	1232.0	1286.0	1309.0	1519.0	1092.0	1193.0	1017.0	1015.0	1451.0	1231.0	1115.0	1226.0	1169.0	1181.0	1351.0	1194.0	1077.0	1268.0	1291.0	1119.0	1112.0	1132.0	1282.0	1371.0	988.0	0.0	1070.0	1203.0	1232.0	1187.0	1237.0
Trichoplusia_ni-GCF_003590095.1_tn1_translated_cds	2199.0	2265.0	2166.0	2103.0	2171.0	2245.0	2366.0	2407.0	2126.0	2202.0	2096.0	2225.0	2197.0	2119.0	2045.0	2237.0	2112.0	2159.0	2329.0	2219.0	2103.0	2207.0	2285.0	2090.0	2098.0	2116.0	2292.0	2450.0	2198.0	2236.0	0.0	2228.0	2269.0	2230.0	2123.0
Vanessa_atalanta-GCF_905147765.1_ilVanAtal1.2_translated_cds	383.0	432.0	470.0	318.0	384.0	439.0	412.0	454.0	355.0	426.0	338.0	378.0	413.0	411.0	332.0	347.0	326.0	350.0	413.0	383.0	403.0	360.0	469.0	373.0	383.0	370.0	445.0	460.0	375.0	408.0	391.0	0.0	253.0	278.0	473.0
Vanessa_cardui-GCF_905220365.1_ilVanCard2.1_translated_cds	564.0	548.0	629.0	401.0	553.0	609.0	576.0	595.0	470.0	595.0	512.0	480.0	554.0	543.0	540.0	504.0	514.0	480.0	585.0	514.0	530.0	473.0	613.0	490.0	470.0	475.0	572.0	634.0	524.0	569.0	557.0	451.0	0.0	440.0	585.0
Vanessa_tameamea-GCF_002938995.1_ASM293899v1_translated_cds	495.0	539.0	466.0	360.0	488.0	507.0	501.0	576.0	410.0	533.0	441.0	468.0	539.0	441.0	447.0	399.0	374.0	317.0	471.0	447.0	452.0	402.0	591.0	429.0	435.0	412.0	537.0	579.0	482.0	503.0	499.0	224.0	284.0	0.0	473.0
Zerene_cesonia-GCF_012273895.1_Zerene_cesonia_1.1_translated_cds	947.0	943.0	903.0	870.0	957.0	957.0	776.0	978.0	914.0	982.0	884.0	941.0	999.0	873.0	905.0	944.0	873.0	957.0	881.0	931.0	906.0	966.0	992.0	862.0	841.0	868.0	977.0	1019.0	944.0	936.0	892.0	935.0	925.0	949.0	0.0
