	Achroia_grisella-GCF_030625045.1_CSIRO_AGI_Agris_v1_translated_cds	Amyelois_transitella-GCF_032362555.1_ilAmyTran1.1_translated_cds	Aricia_agestis-GCF_905147365.1_ilAriAges1.1_translated_cds	Bicyclus_anynana-GCF_947172395.1_ilBicAnyn1.1_translated_cds	Bombyx_mandarina-GCF_003987935.1_ASM398793v1_translated_cds	Bombyx_mori-GCF_014905235.1_Bmori_2016v1.0_translated_cds	Colias_croceus-GCF_905220415.1_ilColCroc2.1_translated_cds	Cydia_pomonella-GCF_033807575.1_ilCydPomo1_translated_cds	Danaus_plexippus-GCF_018135715.1_MEX_DaPlex_translated_cds	Galleria_mellonella-GCF_026898425.1_CSIRO_AGI_GalMel_v1_translated_cds	Helicoverpa_armigera-GCF_023701775.1_HaSCD2_translated_cds	Helicoverpa_zea-GCF_022581195.2_ilHelZeax1.1_translated_cds	Leguminivora_glycinivorella-GCF_023078275.1_LegGlyc_1.1_translated_cds	Leptidea_sinapis-GCF_905404315.1_ilLepSina1.1_translated_cds	Manduca_sexta-GCF_014839805.1_JHU_Msex_v1.0_translated_cds	Maniola_jurtina-GCF_905333055.1_ilManJurt1.1_translated_cds	Melitaea_cinxia-GCF_905220565.1_ilMelCinx1.1_translated_cds	Nymphalis_io-GCF_905147045.1_ilAglIoxx1.1_translated_cds	Ostrinia_furnacalis-GCF_004193835.1_ASM419383v1_translated_cds	Papilio_machaon-GCF_912999745.1_ilPapMach1.1_translated_cds	Papilio_polytes-GCF_000836215.1_Ppol_1.0_translated_cds	Pararge_aegeria-GCF_905163445.1_ilParAegt1.1_translated_cds	Pectinophora_gossypiella-GCF_024362695.1_ilPecGoss1.1_translated_cds	Pieris_brassicae-GCF_905147105.1_ilPieBrab1.1_translated_cds	Pieris_napi-GCF_905475465.1_ilPieNapi1.2_translated_cds	Pieris_rapae-GCF_905147795.1_ilPieRapa1.1_translated_cds	Plodia_interpunctella-GCF_027563975.1_ilPloInte3.1_translated_cds	Plutella_xylostella-GCF_932276165.1_ilPluXylo3.1_translated_cds	Spodoptera_frugiperda-GCF_023101765.2_AGI-APGP_CSIRO_Sfru_2.0_translated_cds	Spodoptera_litura-GCF_002706865.1_ASM270686v1_translated_cds	Trichoplusia_ni-GCF_003590095.1_tn1_translated_cds	Vanessa_atalanta-GCF_905147765.1_ilVanAtal1.2_translated_cds	Vanessa_cardui-GCF_905220365.1_ilVanCard2.1_translated_cds	Vanessa_tameamea-GCF_002938995.1_ASM293899v1_translated_cds	Zerene_cesonia-GCF_012273895.1_Zerene_cesonia_1.1_translated_cds
Pectinophora_gossypiella-GCF_024362695.1_ilPecGoss1.1_translated_cds	9694.0	9948.0	9483.0	9576.0	9340.0	9746.0	9819.0	9501.0	9657.0	9875.0	9447.0	9969.0	9034.0	9278.0	8844.0	9653.0	9531.0	9750.0	9483.0	9694.0	9266.0	9676.0	0.0	9522.0	9533.0	9578.0	10006.0	9688.0	9920.0	9745.0	9155.0	9857.0	9857.0	9684.0	9262.0
Pieris_brassicae-GCF_905147105.1_ilPieBrab1.1_translated_cds	9457.0	9693.0	9524.0	9648.0	9158.0	9598.0	10216.0	9247.0	9830.0	9635.0	9233.0	9748.0	8804.0	9724.0	8690.0	9733.0	9556.0	9897.0	9257.0	9617.0	9178.0	9740.0	9522.0	0.0	10734.0	10797.0	9763.0	9453.0	9696.0	9542.0	8984.0	9964.0	9957.0	9758.0	9600.0
Pieris_napi-GCF_905475465.1_ilPieNapi1.2_translated_cds	9458.0	9698.0	9518.0	9665.0	9165.0	9589.0	10227.0	9237.0	9797.0	9632.0	9218.0	9717.0	8795.0	9728.0	8670.0	9737.0	9541.0	9868.0	9235.0	9621.0	9177.0	9749.0	9533.0	10734.0	0.0	10752.0	9752.0	9461.0	9687.0	9540.0	8973.0	9942.0	9961.0	9744.0	9621.0
Pieris_rapae-GCF_905147795.1_ilPieRapa1.1_translated_cds	9513.0	9759.0	9571.0	9710.0	9228.0	9653.0	10308.0	9311.0	9871.0	9705.0	9301.0	9806.0	8864.0	9723.0	8715.0	9795.0	9623.0	9922.0	9313.0	9670.0	9236.0	9793.0	9578.0	10797.0	10752.0	0.0	9819.0	9510.0	9754.0	9609.0	9037.0	10022.0	10001.0	9813.0	9708.0
Plodia_interpunctella-GCF_027563975.1_ilPloInte3.1_translated_cds	10125.0	10903.0	9653.0	9750.0	9532.0	10003.0	10065.0	9715.0	9989.0	10315.0	9703.0	10224.0	9213.0	9470.0	9086.0	9922.0	9663.0	9999.0	9796.0	9823.0	9399.0	9886.0	10006.0	9763.0	9752.0	9819.0	0.0	9811.0	10227.0	10030.0	9421.0	10061.0	10085.0	9865.0	9419.0
Plutella_xylostella-GCF_932276165.1_ilPluXylo3.1_translated_cds	9539.0	9779.0	9492.0	9509.0	9191.0	9621.0	9751.0	9441.0	9585.0	9695.0	9259.0	9748.0	8979.0	9242.0	8635.0	9618.0	9456.0	9652.0	9266.0	9596.0	9143.0	9601.0	9688.0	9453.0	9461.0	9510.0	9811.0	0.0	9689.0	9504.0	8986.0	9776.0	9733.0	9600.0	9142.0
Spodoptera_frugiperda-GCF_023101765.2_AGI-APGP_CSIRO_Sfru_2.0_translated_cds	9882.0	10078.0	9604.0	9703.0	9621.0	10058.0	10024.0	9612.0	9894.0	10084.0	10590.0	11079.0	9185.0	9425.0	9234.0	9879.0	9642.0	9957.0	9755.0	9785.0	9359.0	9845.0	9920.0	9696.0	9687.0	9754.0	10227.0	9689.0	0.0	11803.0	9961.0	10038.0	10056.0	9840.0	9333.0
Spodoptera_litura-GCF_002706865.1_ASM270686v1_translated_cds	9737.0	9936.0	9498.0	9609.0	9543.0	9919.0	9864.0	9415.0	9770.0	9933.0	10449.0	11050.0	8985.0	9282.0	9156.0	9706.0	9550.0	9807.0	9714.0	9663.0	9306.0	9691.0	9745.0	9542.0	9540.0	9609.0	10030.0	9504.0	11803.0	0.0	9905.0	9898.0	9897.0	9753.0	9272.0
Trichoplusia_ni-GCF_003590095.1_tn1_translated_cds	9162.0	9354.0	8906.0	9023.0	8975.0	9351.0	9289.0	8889.0	9185.0	9297.0	9541.0	10033.0	8474.0	8756.0	8605.0	9125.0	9001.0	9205.0	9115.0	9083.0	8755.0	9118.0	9155.0	8984.0	8973.0	9037.0	9421.0	8986.0	9961.0	9905.0	0.0	9286.0	9307.0	9155.0	8711.0
Vanessa_atalanta-GCF_905147765.1_ilVanAtal1.2_translated_cds	9800.0	10024.0	9828.0	10140.0	9493.0	9916.0	10295.0	9587.0	10265.0	9999.0	9568.0	10073.0	9119.0	9705.0	8985.0	10234.0	10209.0	10842.0	9592.0	9976.0	9487.0	10282.0	9857.0	9964.0	9942.0	10022.0	10061.0	9776.0	10038.0	9898.0	9286.0	0.0	11114.0	10840.0	9654.0
Vanessa_cardui-GCF_905220365.1_ilVanCard2.1_translated_cds	9787.0	10017.0	9845.0	10160.0	9493.0	9937.0	10301.0	9599.0	10308.0	9999.0	9553.0	10083.0	9123.0	9709.0	9014.0	10250.0	10225.0	10870.0	9630.0	9977.0	9494.0	10277.0	9857.0	9957.0	9961.0	10001.0	10085.0	9733.0	10056.0	9897.0	9307.0	11114.0	0.0	10836.0	9639.0
Vanessa_tameamea-GCF_002938995.1_ASM293899v1_translated_cds	9617.0	9830.0	9692.0	10004.0	9411.0	9767.0	10086.0	9426.0	10081.0	9808.0	9412.0	9915.0	8989.0	9533.0	8839.0	10036.0	10103.0	10552.0	9521.0	9800.0	9426.0	10099.0	9684.0	9758.0	9744.0	9813.0	9865.0	9600.0	9840.0	9753.0	9155.0	10840.0	10836.0	0.0	9561.0
Zerene_cesonia-GCF_012273895.1_Zerene_cesonia_1.1_translated_cds	9152.0	9408.0	9212.0	9419.0	8904.0	9327.0	10336.0	8973.0	9515.0	9327.0	8954.0	9436.0	8518.0	9278.0	8363.0	9417.0	9360.0	9555.0	9013.0	9346.0	8972.0	9436.0	9262.0	9600.0	9621.0	9708.0	9419.0	9142.0	9333.0	9272.0	8711.0	9654.0	9639.0	9561.0	0.0
